code,baseYr,mticd,itcNatCd,natName,impAmt,expAmt,korImpAmt,korExpAmt,korImpMkshRate,impMkshRate,impGrowthRate,expMkshRate,expGrowthRate,impMkshRateChngVal,impGrowthRateChngVal,yr2GrowthRate,yr5GrowthRate,expEntpCnt,impCntryCnt,buyerCnt,byoffrCnt,dataRegDt,hscd,cmdltNm,cmdltParentNm,cmdltGrParentNm,quCd,rank,tradeBal,baseYm,tradeType,predRank,avgTarifRate,korExpsttAmt,korExpsttTotalAmt,popltnVal,gdpVal,isoWd2NatCd,kcskorImpAmt,predAmt,resnCnt
160100,,,757,스위스,212815799,3876678.0,,,,2.546760337341338,148.86069495621493,0.045019337191307456,6.030017985847632,,148.86069495621493,62.55111455592273,27.81993853332777,,38,,,,,,,,,,-208939121.0,,,20,,,,,,CH,,,0
160100,,,381,이탈리아,75382492,717083326.0,,339565.0,,0.9021000398356267,-19.65824870044479,8.327391660452133,-4.688578332307765,,-19.65824870044479,-1.5962107491667592,4.1677716203071915,,32,,,,,,,,,,641700834.0,,,21,,,,,,IT,0.0,,0
160100,,,616,폴란드,85808786,482950307.0,,,,1.026871190048304,35.075805973680986,5.608436583455849,9.86234247002391,,35.075805973680986,31.213357111429413,31.82233174148031,,44,,,,,,,,,,397141521.0,,,22,,,,,,PL,,,0
160100,,,702,싱가포르,26558991,3213342.0,,,,0.317830655413913,18.242106705623936,0.03731610595695343,-1.0231143260031086,,18.242106705623936,16.455501183683875,9.837431741943902,6.0,30,0.0,0.0,,,,,,,,-23345649.0,,,23,,234955.0,,,,SG,234955.0,,0
160100,,,344,홍콩,81646059,8210128.0,1343474.0,,1.645485423858609,0.9770559598417352,7.701067977876908,0.09534310582818452,-29.891662532246343,0.049430491583702656,7.701067977876908,2.734350315476749,3.2017495565124126,33.0,41,0.0,0.0,,,,,,,,-73435931.0,,,24,,972061.0,,,,HK,972061.0,,0
160100,,,372,아일랜드,68881878,82145254.0,500.0,,0.0007258803251560592,0.8243073854304628,4.21693840679068,0.9539417223952048,-21.268731421066683,2.5203980857878987e-05,4.21693840679068,7.631542934821616,0.49579039168654815,,40,,,,,,,,,,13263376.0,,,25,,500.0,,,,IE,,,0
160100,,,192,쿠바,29108469,58222.0,,,,0.3483401828166427,93.48868679746153,0.0006761242099427145,,,93.48868679746153,59.07709521841681,8.271554181907739,,12,,,,,,,,,,-29050247.0,,,26,,,,,,CU,,,0
160100,,,440,리투아니아,47372526,28480181.0,,,,0.5669056097497316,7.99372178908494,0.3307364892592235,7.929452180034126,,7.99372178908494,3.3059931858810616,7.7987028777101655,,22,,,,,,,,,,-18892345.0,,,27,,,,,,LT,,,0
160100,,,862,베네수엘라,91657851,,,,,1.0968667769479938,42.77438664649668,,,,42.77438664649668,127.30467619981405,439.8208471729095,,10,,,,,,,,,,,,,28,,,,,,VE,,,0
160100,,,688,세르비아,80500885,35605315.0,,,,0.963351696642016,104.84653168353192,0.41347970653939203,16.273103952035754,,104.84653168353192,45.97386206348056,36.820822096574744,,22,,,,,,,,,,-44895570.0,,,29,,,,,,RS,,,0
160100,,,188,코스타리카,17571717,14408971.0,,,,0.2102802147437678,7.480748788084883,0.16732943103058098,14.228550631080518,,7.480748788084883,14.210323191718853,10.790012605977502,,9,,,,,,,,,,-3162746.0,,,30,,,,,,CR,,,0
