nation_name,industry_code,hscode,rnum,trgtpsnNo,trgtpsnCd,trgtpsnDtlCd,trgtpsnNm,rprsnt1Nm,biztyp1Cd,biztyp1CdNm,trgtpsn1EmpCnt,trgtpsnTelno,trgtpsn1Addr,fundDd,prod1Nm,hmpgAddr,insuUseYn,impYn,koreaCuYn,extrnlCstYn,packAbrdEntprYn,korNm,compscale,nation_name,industry_code,hscode,usdSaleAmt,trgtpsnFaxNo,evalDd,evalGrd,evalValidDd
미국,13225,630533,79,6003838182,450,281881,"Castlemaster Ventures, LLC",Sally B Castleman,13225,직물포대 제조업,11,1-4357535190,/695 W 1700 S Bldg 28/Logan/Utah/Cache/United States/84321-6258,20090630,Mfg textile bags,,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,74,6003696622,450,257171,"Chicoeco, Inc.",Andrew Keller,13225,직물포대 제조업,30,1-5303424426,/747 Fortress St/Chico/California/Butte/United States/95973-9012,20050630,Mfg textile bags,www.chicobag.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,73,6003424506,450,209877,"Firsd Tea North America, LLC",Shengyuan Chen,13225,직물포대 제조업,6,1-3023221255,/34 Blevins Dr Ste 1&/New Castle/Delaware/New Castle/United States/19720-4177,20120630,Mfg textile bags,www.firsdtea.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,76,6003927512,450,297106,"Lugoff Industrial Textile Products, Inc.",Marion J Dixon,13225,직물포대 제조업,10,1-8034381971,/236 Standard Warehouse Rd/Lugoff/South Carolina/Kershaw/United States/29078,19770630,Mfg textile bags,www.lugofftextiles.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,77,6003828395,450,280126,"Neely Manufacturing II, L.L.C.",Michael J Watson,13225,직물포대 제조업,50,1-6418721100,/2178 Highway 2/Corydon/Iowa/Wayne/United States/50060-8763,19290630,Mfg textile bags,,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,80,6003931739,450,297827,"Timbuk2 Designs, Inc.",Paul Devries,13225,직물포대 제조업,237,1-4152524300,/400 Alabama St # 201/San Francisco/California/San Francisco/United States/94110-1315,20160630,Mfg textile bags,www.timbuk2.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,75,6003937553,450,298891,Trademark Mfg. Inc.,Terry Lawrence,13225,직물포대 제조업,4,1-7022548869,/2400 S Cimarron Rd Ste 110/Las Vegas/Nevada/Clark/United States/89117-7902,20020630,Mfg textile bags,,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,84,6002914804,450,130563,Brightline Bags Inc.,Ross Bishop,13225,직물포대 제조업,3,1-4157217825,/1537 4TH St Ste 233/San Rafael/California/Marin/United States/94901-2737,20080630,Mfg textile bags,www.brightlinebags.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,86,6003889111,450,290702,"Cherokee Manufacturing, Inc.",John Gunderman,13225,직물포대 제조업,50,1-6514516568,/150 Bridgepoint Dr/South Saint Paul/Minnesota/Dakota/United States/55075-2500,19400630,Mfg textile bags,www.cherokeemfg.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,90,6003644031,450,248107,Christina Leigh & Company,Christina Rein,13225,직물포대 제조업,3,1-8175065136,/3102 Clear Lake Ln/Highland Village/Texas/Denton/United States/75077-6482,20040630,Mfg textile bags,www.diapeesandwipees.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,85,6003096470,450,159714,Elements Accessories Inc,Melissa Zimberg,13225,직물포대 제조업,7,1-6468015187,/16 Essex Rd/Maplewood/New Jersey/Essex/United States/07040-2308,20110630,Mfg textile bags,www.lavalunch.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,81,6003848173,450,283562,"Health Matters America, Inc.",JERRY ZEIFMAN,13225,직물포대 제조업,13,1-7162358772,/2501 Broadway St Ste 2/Buffalo/New York/Erie/United States/14227-1054,20110630,Mfg textile bags,www.healthmattersamerica.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,87,6003883399,450,289609,King Bag and Manufacturing Company,Connie M Kirsch,13225,직물포대 제조업,25,1-5135415440,/1500 Spring Lawn Ave/Cincinnati/Ohio/Hamilton/United States/45223-1699,19850630,Mfg textile bags,www.kingbag.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,82,6001634355,450,125755,MOTOVOTANO LLC,JAMES J MACKNESS,13225,직물포대 제조업,5,206363-0338,12756 QUANTUM LN UNIT 8-30 ANACORTES WA  98221,20121101,Manufactures textile bags,,N,,,N,N,미국,D,미국,13225,630533,,,20190708,G,20200707
미국,13225,630533,83,6003316596,450,192412,"Made 2 Order, Inc.",David Waite,13225,직물포대 제조업,3,1-7609299393,/1042 N El Camino Real Ste B # 408/Encinitas/California/San Diego/United States/92024-1322,19930630,Mfg textile bags,,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,89,6003463082,450,216290,"Riverside Tent and Awning Co., Inc.",Chilton E Burt,13225,직물포대 제조업,13,1-9516831925,/231 E Alessandro Blvd Ste A/Riverside/California/Riverside/United States/92508-6039,19190630,Mfg textile bags,www.riversideawning.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,88,6003624678,450,244567,"Victory Professional Products, Inc.",Marc Spitaleri,13225,직물포대 제조업,28,1-7148870621,/5601 Engineer Dr/Huntington Beach/California/Orange/United States/92649-1123,19790630,Mfg textile bags,www.victorykoredry.com,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,92,6003653226,450,249632,Df Manufacturing Inc,Paul Wu,13225,직물포대 제조업,8,1-6263508816,/12336 Ramona Blvd/El Monte/California/Los Angeles/United States/91732-2540,19970630,Mfg textile bags,www.dfmfg.net,N,Y,N,N,N,미국,D,미국,13225,630533,,,,,
미국,13225,630533,91,6003868307,450,286764,Jeffrey L Tollefson,Jeffrey L Tollefson,13225,직물포대 제조업,1,1-9516793519,/30776 Mirage Cir/Menifee/California/Riverside/United States/92584-2731,19940630,Mfg textile bags,,N,Y,N,N,N,미국,D,미국,13225,630533,406071.0,,,,
